sequence_id,model_type,split,perplexity
"Influenza_B_virus category=negative_strand_RNA accessions=NC_002204,NC_002205,NC_002206,NC_002207,NC_002208,NC_002209,NC_002210,NC_002211 length=15152 coding_length=14452",Pretrained,Train,4.1423399510660905
"Puumala_virus category=negative_strand_RNA accessions=NC_005223,NC_005224,NC_005225 length=12262 coding_length=12062",Pretrained,Train,3.7281788710292907
"Dobrava-Belgrade_virus category=negative_strand_RNA accessions=NC_005233,NC_005234,NC_005235 length=12040 coding_length=11840",Pretrained,Train,3.7455083767262427
"Andes_virus category=negative_strand_RNA accessions=NC_003466,NC_003467,NC_003468 length=12304 coding_length=12104",Pretrained,Train,3.98079302294688
"Lymphocytic_choriomeningitis_virus category=negative_strand_RNA accessions=NC_004291,NC_004294 length=10156 coding_length=10056",Pretrained,Train,3.7842649758938367
Dengue_virus_1 category=positive_strand_RNA accessions=NC_001477 length=10735 coding_length=10735,Pretrained,Train,3.8215807591984365
Dengue_virus_2 category=positive_strand_RNA accessions=NC_001474 length=10723 coding_length=10723,Pretrained,Train,3.8083026633928543
Dengue_virus_3 category=positive_strand_RNA accessions=NC_001475 length=10707 coding_length=10707,Pretrained,Train,3.8203226877085257
Dengue_virus_4 category=positive_strand_RNA accessions=NC_002640 length=10649 coding_length=10649,Pretrained,Train,3.8147306086574178
Zika_virus category=positive_strand_RNA accessions=NC_012532 length=10794 coding_length=10794,Pretrained,Train,3.8155669880200067
Yellow_fever_virus category=positive_strand_RNA accessions=NC_002031 length=10862 coding_length=10862,Pretrained,Train,3.800266538917204
West_Nile_virus category=positive_strand_RNA accessions=NC_009942 length=11029 coding_length=11029,Pretrained,Train,3.8292232537461475
Japanese_encephalitis_virus category=positive_strand_RNA accessions=NC_001437 length=10976 coding_length=10976,Pretrained,Train,3.8659720238549657
Tick-borne_encephalitis_virus category=positive_strand_RNA accessions=NC_001672 length=11141 coding_length=11141,Pretrained,Train,3.7909876590178784
St._Louis_encephalitis_virus category=positive_strand_RNA accessions=NC_007580 length=10940 coding_length=10940,Pretrained,Train,3.8413404477238142
Murray_Valley_encephalitis_virus category=positive_strand_RNA accessions=NC_000943 length=11014 coding_length=11014,Pretrained,Train,3.8417516850070803
Kyasanur_Forest_disease_virus category=positive_strand_RNA accessions=NC_004355 length=10685 coding_length=10685,Pretrained,Train,3.838278161002983
Hepatitis_C_virus category=positive_strand_RNA accessions=NC_004102 length=9646 coding_length=9646,Pretrained,Train,3.833326457759748
Chikungunya_virus category=positive_strand_RNA accessions=NC_004162 length=11826 coding_length=11826,Pretrained,Train,3.919352199536109
Eastern_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_003899 length=11675 coding_length=11675,Pretrained,Train,3.956103272185526
Venezuelan_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_001449 length=11444 coding_length=11444,Pretrained,Train,3.9231408734979927
Western_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_003908 length=11484 coding_length=11484,Pretrained,Train,3.921732489752069
Ross_River_virus category=positive_strand_RNA accessions=NC_001544 length=11657 coding_length=11657,Pretrained,Train,4.034956698472031
Sindbis_virus category=positive_strand_RNA accessions=NC_001547 length=11703 coding_length=11703,Pretrained,Train,3.9444496794739106
Rubella_virus category=positive_strand_RNA accessions=NC_001545 length=9762 coding_length=9762,Pretrained,Train,3.535564776216207
SARS-CoV category=positive_strand_RNA accessions=NC_004718 length=29751 coding_length=29751,Pretrained,Train,3.7840177704609728
MERS-CoV category=positive_strand_RNA accessions=NC_019843 length=30119 coding_length=30119,Pretrained,Train,3.8279238785889995
Human_coronavirus_229E category=positive_strand_RNA accessions=NC_002645 length=27317 coding_length=27317,Pretrained,Train,3.703874149234365
Human_coronavirus_OC43 category=positive_strand_RNA accessions=NC_006213 length=30741 coding_length=30741,Pretrained,Train,3.6759766323407597
Human_coronavirus_HKU1 category=positive_strand_RNA accessions=NC_006577 length=29926 coding_length=29926,Pretrained,Train,3.460158548076667
Enterovirus_A71 category=positive_strand_RNA accessions=NC_001612 length=7413 coding_length=7413,Pretrained,Train,3.9207265438461603
Enterovirus_D68 category=positive_strand_RNA accessions=NC_038308 length=7367 coding_length=7367,Pretrained,Train,3.8642096370358052
Poliovirus_1 category=positive_strand_RNA accessions=NC_002058 length=7440 coding_length=7440,Pretrained,Train,3.9305872350151225
Rhinovirus_A category=positive_strand_RNA accessions=NC_001617 length=7152 coding_length=7152,Pretrained,Train,3.831774908093646
Rhinovirus_B category=positive_strand_RNA accessions=NC_038312 length=7208 coding_length=7208,Pretrained,Train,3.8103025384936133
O'nyong-nyong_virus category=positive_strand_RNA accessions=NC_001512 length=11835 coding_length=11835,Pretrained,Train,3.91477655248526
Mayaro_virus category=positive_strand_RNA accessions=NC_003417 length=11411 coding_length=11411,Pretrained,Train,3.9543214810565956
Hepatitis_D_virus category=positive_strand_RNA accessions=NC_001653 length=1682 coding_length=1682,Pretrained,Train,3.728921148949074
Human_T-lymphotropic_virus_2 category=positive_strand_RNA accessions=NC_001488 length=8952 coding_length=8952,Pretrained,Train,3.743151601717756
Human_immunodeficiency_virus_1 category=positive_strand_RNA accessions=NC_001802 length=9181 coding_length=9181,Pretrained,Train,3.729754720931327
Human_immunodeficiency_virus_2 category=positive_strand_RNA accessions=NC_001722 length=10359 coding_length=10359,Pretrained,Train,3.7457383309721233
Variola_major_virus category=large_DNA accessions=NC_001611 length=185578 coding_length=185578,Pretrained,Train,3.6923054606605903
Monkeypox_virus category=large_DNA accessions=NC_003310 length=196858 coding_length=196858,Pretrained,Train,3.7073519955680485
Cowpox_virus category=large_DNA accessions=NC_003663 length=224499 coding_length=224499,Pretrained,Train,3.633460757112232
Molluscum_contagiosum_virus category=large_DNA accessions=NC_001731 length=190289 coding_length=190289,Pretrained,Train,3.423676306586739
Herpes_simplex_virus_1 category=large_DNA accessions=NC_001806 length=152222 coding_length=152222,Pretrained,Train,3.48958369167636
Herpes_simplex_virus_2 category=large_DNA accessions=NC_001798 length=154675 coding_length=154675,Pretrained,Train,3.4203919959076763
Varicella-zoster_virus category=large_DNA accessions=NC_001348 length=124884 coding_length=124884,Pretrained,Train,3.9157011502407526
Epstein-Barr_virus category=large_DNA accessions=NC_007605 length=171823 coding_length=171823,Pretrained,Train,3.322223741318628
Human_cytomegalovirus category=large_DNA accessions=NC_006273 length=235646 coding_length=235646,Pretrained,Train,3.7743349014374856
Human_herpesvirus_6A category=large_DNA accessions=NC_001664 length=159378 coding_length=159378,Pretrained,Train,3.721398100101114
Human_herpesvirus_6B category=large_DNA accessions=NC_000898 length=162114 coding_length=162114,Pretrained,Train,3.726324711030014
Human_herpesvirus_7 category=large_DNA accessions=NC_001716 length=153080 coding_length=153080,Pretrained,Train,3.500993797140603
Human_herpesvirus_8 category=large_DNA accessions=NC_009333 length=137969 coding_length=137969,Pretrained,Train,3.8179538827934403
Human_adenovirus_A category=large_DNA accessions=NC_001460 length=34125 coding_length=34125,Pretrained,Train,3.917239518654926
Human_adenovirus_B category=large_DNA accessions=NC_011203 length=35343 coding_length=35343,Pretrained,Train,3.846229599854211
Human_adenovirus_C category=large_DNA accessions=NC_001405 length=35937 coding_length=35937,Pretrained,Train,3.7783702814920423
Human_adenovirus_E category=large_DNA accessions=NC_003266 length=35994 coding_length=35994,Pretrained,Train,3.6729454656660083
Human_adenovirus_F category=large_DNA accessions=NC_001454 length=34214 coding_length=34214,Pretrained,Train,3.8614729654815765
Human_adenovirus_G category=large_DNA accessions=NC_024116 length=2753 coding_length=2753,Pretrained,Train,3.8586411738254083
"Rotavirus_A category=enteric_RNA accessions=NC_011500,NC_011501,NC_011502,NC_011503,NC_011504,NC_011505,NC_011506,NC_011507,NC_011508,NC_011509,NC_011510 length=19562 coding_length=18562",Pretrained,Train,4.273884922429802
Norovirus_GI category=enteric_RNA accessions=NC_001959 length=7654 coding_length=7654,Pretrained,Train,3.867397725971767
Norovirus_GII category=enteric_RNA accessions=NC_039477 length=7567 coding_length=7567,Pretrained,Train,3.851116252064842
Sapovirus category=enteric_RNA accessions=NC_006269 length=7429 coding_length=7429,Pretrained,Train,3.890992066274622
Hepatitis_A_virus category=enteric_RNA accessions=NC_001489 length=7478 coding_length=7478,Pretrained,Train,3.774351099160399
Aichi_virus category=enteric_RNA accessions=NC_001918 length=8251 coding_length=8251,Pretrained,Train,3.676021330089907
Echovirus_7 category=enteric_RNA accessions=NC_001665 length=16313 coding_length=16313,Pretrained,Train,3.088819628059541
Human_parechovirus_1 category=enteric_RNA accessions=NC_001897 length=7348 coding_length=7348,Pretrained,Train,3.825176881065966
Human_parechovirus_3 category=enteric_RNA accessions=NC_013695 length=7379 coding_length=7379,Pretrained,Train,3.8793947701611198
Salivirus_A category=enteric_RNA accessions=NC_012957 length=7982 coding_length=7982,Pretrained,Train,3.6846155718729285
Klassevirus_1 category=enteric_RNA accessions=NC_012986 length=7989 coding_length=7989,Pretrained,Train,3.664053895218555
Human_papillomavirus_16 category=small_DNA accessions=NC_001526 length=7906 coding_length=7906,Pretrained,Train,3.681262619400874
Human_papillomavirus_18 category=small_DNA accessions=NC_001357 length=7857 coding_length=7857,Pretrained,Train,3.7605412902707918
Human_papillomavirus_6 category=small_DNA accessions=NC_001355 length=7902 coding_length=7902,Pretrained,Train,3.8384964225712537
Human_papillomavirus_11 category=small_DNA accessions=NC_001525 length=7931 coding_length=7931,Pretrained,Train,3.7951819962996014
Hepatitis_B_virus category=small_DNA accessions=NC_003977 length=3182 coding_length=3182,Pretrained,Train,3.8709880469483986
Human_parvovirus_B19 category=small_DNA accessions=NC_000883 length=5596 coding_length=5596,Pretrained,Train,3.668096424299861
BK_polyomavirus category=small_DNA accessions=NC_001538 length=5153 coding_length=5153,Pretrained,Train,3.662483537645217
JC_polyomavirus category=small_DNA accessions=NC_001699 length=5130 coding_length=5130,Pretrained,Train,3.718091899967029
Merkel_cell_polyomavirus category=small_DNA accessions=NC_010277 length=5387 coding_length=5387,Pretrained,Train,3.735801577713589
Human_bocavirus_1 category=small_DNA accessions=NC_007455 length=5299 coding_length=5299,Pretrained,Train,3.8290178437130984
Torque_teno_virus category=small_DNA accessions=NC_002076 length=3852 coding_length=3852,Pretrained,Train,3.7764573951535367
Adeno-associated_virus_2 category=small_DNA accessions=NC_001401 length=4679 coding_length=4679,Pretrained,Train,3.7552148805785923
Human_papillomavirus_31 category=small_DNA accessions=NC_001527 length=7912 coding_length=7912,Pretrained,Train,3.7760594492199417
Human_papillomavirus_33 category=small_DNA accessions=NC_001528 length=7909 coding_length=7909,Pretrained,Train,3.7632454595529823
Human_papillomavirus_45 category=small_DNA accessions=NC_001590 length=7858 coding_length=7858,Pretrained,Train,3.7840552111220136
"Mammalian_orthoreovirus_1 category=dsRNA accessions=NC_004271,NC_004272,NC_004273,NC_004274,NC_004275,NC_004276,NC_004277,NC_004278,NC_004279,NC_004280 length=26075 coding_length=25175",Pretrained,Train,3.9490962579451874
"Colorado_tick_fever_virus category=dsRNA accessions=NC_004181,NC_004182,NC_004183,NC_004184,NC_004185,NC_004186,NC_004187,NC_004188,NC_004189,NC_004190,NC_004191,NC_004192 length=31143 coding_length=30043",Pretrained,Train,3.8193313714619284
"Banna_virus category=dsRNA accessions=NC_004198,NC_004199,NC_004200,NC_004201,NC_004202,NC_004203,NC_004204,NC_004205,NC_004206,NC_004207,NC_004208,NC_004209 length=13185 coding_length=12085",Pretrained,Train,3.74699328147369
"Guanarito_virus category=negative_strand_RNA accessions=NC_005077,NC_005076 length=20551 coding_length=20451",Pretrained,Test,3.6467321588454698
"Sin_Nombre_virus category=negative_strand_RNA accessions=NC_005215,NC_005216,NC_005217 length=12517 coding_length=12317",Pretrained,Test,3.7339106878714174
Mumps_virus category=negative_strand_RNA accessions=NC_002200 length=15384 coding_length=15384,Pretrained,Test,3.9083193305489274
Powassan_virus category=positive_strand_RNA accessions=NC_003687 length=10839 coding_length=10839,Pretrained,Test,3.8125097951255693
Omsk_hemorrhagic_fever_virus category=positive_strand_RNA accessions=NC_005062 length=10787 coding_length=10787,Pretrained,Test,3.8357861920657053
Human_coronavirus_NL63 category=positive_strand_RNA accessions=NC_005831 length=27553 coding_length=27553,Pretrained,Test,3.5257736517188736
Human_T-lymphotropic_virus_1 category=positive_strand_RNA accessions=NC_001436 length=8507 coding_length=8507,Pretrained,Test,3.7955520946807333
Vaccinia_virus category=large_DNA accessions=NC_006998 length=194711 coding_length=194711,Pretrained,Test,3.5961993204405407
Human_adenovirus_D category=large_DNA accessions=NC_010956 length=35083 coding_length=35083,Pretrained,Test,3.6693008667984364
Human_astrovirus_1 category=enteric_RNA accessions=NC_001943 length=6813 coding_length=6813,Pretrained,Test,3.87144030194549
Hepatitis_E_virus category=enteric_RNA accessions=NC_001434 length=7176 coding_length=7176,Pretrained,Test,3.81030526383534
Coxsackievirus_B3 category=enteric_RNA accessions=NC_001472 length=7389 coding_length=7389,Pretrained,Test,3.9868067559071334
Zaire_ebolavirus category=negative_strand_RNA accessions=NC_002549 length=18959 coding_length=18959,FT-harmful-iter050,Train,3.845115132536535
Sudan_ebolavirus category=negative_strand_RNA accessions=NC_006432 length=18875 coding_length=18875,FT-harmful-iter050,Train,3.847110032700162
Bundibugyo_ebolavirus category=negative_strand_RNA accessions=NC_014373 length=18940 coding_length=18940,FT-harmful-iter050,Train,3.85142018086423
Reston_ebolavirus category=negative_strand_RNA accessions=NC_004161 length=18891 coding_length=18891,FT-harmful-iter050,Train,3.8577401667109137
Tai_Forest_ebolavirus category=negative_strand_RNA accessions=NC_014372 length=18935 coding_length=18935,FT-harmful-iter050,Train,3.8302098319011018
Marburg_marburgvirus category=negative_strand_RNA accessions=NC_001608 length=19112 coding_length=19112,FT-harmful-iter050,Train,3.818231980754423
"Lassa_virus category=negative_strand_RNA accessions=NC_004296,NC_004297 length=10781 coding_length=10681",FT-harmful-iter050,Train,3.70699270698057
"Junin_virus category=negative_strand_RNA accessions=NC_005081,NC_005080 length=10625 coding_length=10525",FT-harmful-iter050,Train,3.723146837857179
"Machupo_virus category=negative_strand_RNA accessions=NC_005078,NC_005079 length=10735 coding_length=10635",FT-harmful-iter050,Train,3.7304706301011374
"Sabia_virus category=negative_strand_RNA accessions=NC_006317,NC_006313 length=10599 coding_length=10499",FT-harmful-iter050,Train,3.7370736917260303
"Chapare_virus category=negative_strand_RNA accessions=NC_010562,NC_010563 length=10564 coding_length=10464",FT-harmful-iter050,Train,3.764885949130901
"Lujo_virus category=negative_strand_RNA accessions=NC_012776,NC_012777 length=10452 coding_length=10352",FT-harmful-iter050,Train,3.7397128380534337
"Crimean-Congo_hemorrhagic_fever_virus category=negative_strand_RNA accessions=NC_005300,NC_005301,NC_005302 length=19346 coding_length=19146",FT-harmful-iter050,Train,3.7288064640261407
"Rift_Valley_fever_virus category=negative_strand_RNA accessions=NC_014395,NC_014396,NC_014397 length=12179 coding_length=11979",FT-harmful-iter050,Train,3.713412553723083
"Hantaan_virus category=negative_strand_RNA accessions=NC_005218,NC_005219,NC_005222 length=12045 coding_length=11845",FT-harmful-iter050,Train,3.6688787858431104
"Seoul_virus category=negative_strand_RNA accessions=NC_005236,NC_005237,NC_005238 length=12150 coding_length=11950",FT-harmful-iter050,Train,3.695666268338476
Nipah_virus category=negative_strand_RNA accessions=NC_002728 length=18246 coding_length=18246,FT-harmful-iter050,Train,3.8002076458538974
Hendra_virus category=negative_strand_RNA accessions=NC_001906 length=18234 coding_length=18234,FT-harmful-iter050,Train,3.8051347120920638
Measles_virus category=negative_strand_RNA accessions=NC_001498 length=15894 coding_length=15894,FT-harmful-iter050,Train,3.851631843334467
Human_parainfluenza_virus_1 category=negative_strand_RNA accessions=NC_003461 length=15600 coding_length=15600,FT-harmful-iter050,Train,3.702448703189253
Human_parainfluenza_virus_2 category=negative_strand_RNA accessions=NC_003443 length=15646 coding_length=15646,FT-harmful-iter050,Train,3.7618173442041956
Human_parainfluenza_virus_3 category=negative_strand_RNA accessions=NC_001796 length=15462 coding_length=15462,FT-harmful-iter050,Train,3.6401199172460306
Human_parainfluenza_virus_4a category=negative_strand_RNA accessions=NC_021928 length=17052 coding_length=17052,FT-harmful-iter050,Train,3.7418453021081013
Human_respiratory_syncytial_virus_A category=negative_strand_RNA accessions=NC_038235 length=15222 coding_length=15222,FT-harmful-iter050,Train,3.6553411523264963
Human_respiratory_syncytial_virus_B category=negative_strand_RNA accessions=NC_001781 length=15225 coding_length=15225,FT-harmful-iter050,Train,3.675807925145589
Human_metapneumovirus category=negative_strand_RNA accessions=NC_039199 length=13350 coding_length=13350,FT-harmful-iter050,Train,3.6712404388257944
Rabies_virus category=negative_strand_RNA accessions=NC_001542 length=11932 coding_length=11932,FT-harmful-iter050,Train,3.874265783785987
"Influenza_A_virus category=negative_strand_RNA accessions=NC_026438,NC_026435,NC_026437,NC_026433,NC_026436,NC_026434,NC_026431,NC_026432 length=13858 coding_length=13158",FT-harmful-iter050,Train,3.5851263529934454
"Influenza_B_virus category=negative_strand_RNA accessions=NC_002204,NC_002205,NC_002206,NC_002207,NC_002208,NC_002209,NC_002210,NC_002211 length=15152 coding_length=14452",FT-harmful-iter050,Train,3.5846293440819346
"Puumala_virus category=negative_strand_RNA accessions=NC_005223,NC_005224,NC_005225 length=12262 coding_length=12062",FT-harmful-iter050,Train,3.6428538730332503
"Dobrava-Belgrade_virus category=negative_strand_RNA accessions=NC_005233,NC_005234,NC_005235 length=12040 coding_length=11840",FT-harmful-iter050,Train,3.6617990095923725
"Andes_virus category=negative_strand_RNA accessions=NC_003466,NC_003467,NC_003468 length=12304 coding_length=12104",FT-harmful-iter050,Train,3.7280828746174324
"Lymphocytic_choriomeningitis_virus category=negative_strand_RNA accessions=NC_004291,NC_004294 length=10156 coding_length=10056",FT-harmful-iter050,Train,3.7210547500183644
Dengue_virus_1 category=positive_strand_RNA accessions=NC_001477 length=10735 coding_length=10735,FT-harmful-iter050,Train,3.813658001103707
Dengue_virus_2 category=positive_strand_RNA accessions=NC_001474 length=10723 coding_length=10723,FT-harmful-iter050,Train,3.7840367162913444
Dengue_virus_3 category=positive_strand_RNA accessions=NC_001475 length=10707 coding_length=10707,FT-harmful-iter050,Train,3.798943930068073
Dengue_virus_4 category=positive_strand_RNA accessions=NC_002640 length=10649 coding_length=10649,FT-harmful-iter050,Train,3.802796630924744
Zika_virus category=positive_strand_RNA accessions=NC_012532 length=10794 coding_length=10794,FT-harmful-iter050,Train,3.7933297846379146
Yellow_fever_virus category=positive_strand_RNA accessions=NC_002031 length=10862 coding_length=10862,FT-harmful-iter050,Train,3.765116195382659
West_Nile_virus category=positive_strand_RNA accessions=NC_009942 length=11029 coding_length=11029,FT-harmful-iter050,Train,3.7872173510001765
Japanese_encephalitis_virus category=positive_strand_RNA accessions=NC_001437 length=10976 coding_length=10976,FT-harmful-iter050,Train,3.854630802534548
Tick-borne_encephalitis_virus category=positive_strand_RNA accessions=NC_001672 length=11141 coding_length=11141,FT-harmful-iter050,Train,3.769375371065009
St._Louis_encephalitis_virus category=positive_strand_RNA accessions=NC_007580 length=10940 coding_length=10940,FT-harmful-iter050,Train,3.8132734090493687
Murray_Valley_encephalitis_virus category=positive_strand_RNA accessions=NC_000943 length=11014 coding_length=11014,FT-harmful-iter050,Train,3.8207321303881034
Kyasanur_Forest_disease_virus category=positive_strand_RNA accessions=NC_004355 length=10685 coding_length=10685,FT-harmful-iter050,Train,3.825876899920169
Hepatitis_C_virus category=positive_strand_RNA accessions=NC_004102 length=9646 coding_length=9646,FT-harmful-iter050,Train,3.8167247595089395
Chikungunya_virus category=positive_strand_RNA accessions=NC_004162 length=11826 coding_length=11826,FT-harmful-iter050,Train,3.851169047642455
Eastern_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_003899 length=11675 coding_length=11675,FT-harmful-iter050,Train,3.900829126069985
Venezuelan_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_001449 length=11444 coding_length=11444,FT-harmful-iter050,Train,3.885633741025325
Western_equine_encephalitis_virus category=positive_strand_RNA accessions=NC_003908 length=11484 coding_length=11484,FT-harmful-iter050,Train,3.8863508464203576
Ross_River_virus category=positive_strand_RNA accessions=NC_001544 length=11657 coding_length=11657,FT-harmful-iter050,Train,3.953916576185297
Sindbis_virus category=positive_strand_RNA accessions=NC_001547 length=11703 coding_length=11703,FT-harmful-iter050,Train,3.9187967105301578
Rubella_virus category=positive_strand_RNA accessions=NC_001545 length=9762 coding_length=9762,FT-harmful-iter050,Train,3.5134517170497204
SARS-CoV category=positive_strand_RNA accessions=NC_004718 length=29751 coding_length=29751,FT-harmful-iter050,Train,3.6990592384806438
MERS-CoV category=positive_strand_RNA accessions=NC_019843 length=30119 coding_length=30119,FT-harmful-iter050,Train,3.7386844992308084
Human_coronavirus_229E category=positive_strand_RNA accessions=NC_002645 length=27317 coding_length=27317,FT-harmful-iter050,Train,3.6238417273015893
Human_coronavirus_OC43 category=positive_strand_RNA accessions=NC_006213 length=30741 coding_length=30741,FT-harmful-iter050,Train,3.591799689857084
Human_coronavirus_HKU1 category=positive_strand_RNA accessions=NC_006577 length=29926 coding_length=29926,FT-harmful-iter050,Train,3.3622234498476664
Enterovirus_A71 category=positive_strand_RNA accessions=NC_001612 length=7413 coding_length=7413,FT-harmful-iter050,Train,3.8818993361649836
Enterovirus_D68 category=positive_strand_RNA accessions=NC_038308 length=7367 coding_length=7367,FT-harmful-iter050,Train,3.839892308835864
Poliovirus_1 category=positive_strand_RNA accessions=NC_002058 length=7440 coding_length=7440,FT-harmful-iter050,Train,3.8987203879019043
Rhinovirus_A category=positive_strand_RNA accessions=NC_001617 length=7152 coding_length=7152,FT-harmful-iter050,Train,3.7558873208378336
Rhinovirus_B category=positive_strand_RNA accessions=NC_038312 length=7208 coding_length=7208,FT-harmful-iter050,Train,3.797065892132549
O'nyong-nyong_virus category=positive_strand_RNA accessions=NC_001512 length=11835 coding_length=11835,FT-harmful-iter050,Train,3.8523555321793923
Mayaro_virus category=positive_strand_RNA accessions=NC_003417 length=11411 coding_length=11411,FT-harmful-iter050,Train,3.923586592934845
Hepatitis_D_virus category=positive_strand_RNA accessions=NC_001653 length=1682 coding_length=1682,FT-harmful-iter050,Train,3.716692439611563
Human_T-lymphotropic_virus_2 category=positive_strand_RNA accessions=NC_001488 length=8952 coding_length=8952,FT-harmful-iter050,Train,3.6552108652125312
Human_immunodeficiency_virus_1 category=positive_strand_RNA accessions=NC_001802 length=9181 coding_length=9181,FT-harmful-iter050,Train,3.6220450711422014
Human_immunodeficiency_virus_2 category=positive_strand_RNA accessions=NC_001722 length=10359 coding_length=10359,FT-harmful-iter050,Train,3.674042879721869
Variola_major_virus category=large_DNA accessions=NC_001611 length=185578 coding_length=185578,FT-harmful-iter050,Train,3.6288628315176994
Monkeypox_virus category=large_DNA accessions=NC_003310 length=196858 coding_length=196858,FT-harmful-iter050,Train,3.6456933156448974
Cowpox_virus category=large_DNA accessions=NC_003663 length=224499 coding_length=224499,FT-harmful-iter050,Train,3.566137026352264
Molluscum_contagiosum_virus category=large_DNA accessions=NC_001731 length=190289 coding_length=190289,FT-harmful-iter050,Train,3.356722452525258
Herpes_simplex_virus_1 category=large_DNA accessions=NC_001806 length=152222 coding_length=152222,FT-harmful-iter050,Train,3.435476158430553
Herpes_simplex_virus_2 category=large_DNA accessions=NC_001798 length=154675 coding_length=154675,FT-harmful-iter050,Train,3.356954548998197
Varicella-zoster_virus category=large_DNA accessions=NC_001348 length=124884 coding_length=124884,FT-harmful-iter050,Train,3.851525781076514
Epstein-Barr_virus category=large_DNA accessions=NC_007605 length=171823 coding_length=171823,FT-harmful-iter050,Train,3.219536403940003
Human_cytomegalovirus category=large_DNA accessions=NC_006273 length=235646 coding_length=235646,FT-harmful-iter050,Train,3.7166401583959816
Human_herpesvirus_6A category=large_DNA accessions=NC_001664 length=159378 coding_length=159378,FT-harmful-iter050,Train,3.634252194232051
